listing_id,id,date,reviewer_id,reviewer_name,comments
18674,546913674,2019-10-14,240594959,Dinah,"The apartment is lovely, its spacious and has plenty of areas to relax when you're at home. The flat is also well connected and easy to get to from all areas of Barcelona. A great place for a group of friends who want a comfortable, clean and safe place to hang out before heading into Barcelona for the day / night."
18674,550766254,2019-10-19,298876371,Leon,great location
18674,557436745,2019-11-01,16365291,Alisa,"Очень удобное расположение, метро, магазины, все рядом, в двух шагах. Очень хорошие и отзывчивые хозяева, спасибо за чудесные каникулы."
18674,480903422105386575,2021-10-25,250338946,Matthieu,"Super appartement, fonctionnel, Maria et Mireai sont très réactive. <br/>Appartement peut être un peu bruyant mais sinon tout est top"
18674,522979142783860532,2021-12-22,47217784,Adam,Great location and amazing view!
18674,556381700020634336,2022-02-06,179360987,Miguel,"very big and clean house, super location and easy check in"
18674,562888883859558785,2022-02-15,48132012,Anett,We had a very nice time at this apartment. We enjoyed the sunny living room with the balcony the most.
18674,612101294979598070,2022-04-24,123280023,Daniëlle,Wij hadden een kort maar prima verblijf in dit appartement. De communicatie met de host was goed en ze was erg behulpzaam. De locatie is erg goed met mooi uitzicht op de Kathedraal.
18674,638222583889413519,2022-05-30,14303175,Gema,"Es un apartamento enorme con las habitaciones en la parte del apartamento que no da a la calle, con lo cual es una delicia para dormir y descansar. La zona del salón con la terracota es muy agradable para desayunar viendo la Sagrada Familia. Muy recomendable."
18674,700532688387587838,2022-08-24,413294291,Luis,"I’m really disappointed about the whole experience to be honest. First of all, We arrange a checkout hour the first day, then the owner told us that we had to leave earlier and the last day she told us that we have to leave even earlier, so communication was terrible.<br/>The kitchen flood as soon as we arrive and they fixed the next day so we didn’t have kitchen for 2 of the 3 days basically . But I think the worst part was that they actually told us when we did the check in and after we paid that we he to be extremely quiet during night (which wasn’t in the house rules or anything) because if we did any noises the neighbors will call the police and if that happens we had to leave the apartment right away. There was actually a sign in the building lobby that said that if there was any inconvenient with the “tourist apartment” call the police. So we really don’t recommend this experience for anyone. Also the description said the the  had Air conditioning, and there was only AC at the to living rooms and one didn’t even work. So the rooms are super hot"
18674,701284924139516241,2022-08-25,283152183,María Fernanda,"La ubicación es perfecta, cerca al metro y sitios donde comer. La atención excelente y son muy cordiales."
18674,704168903501827455,2022-08-29,184903923,Connor,Great place. Great value. Great Location
18674,713612711374507594,2022-09-11,13992554,Rob,"Before I start my review, I just want to let you know that I am a long-standing Air BNBer with lots of positive reviews. I have generally had good experiences but this stay was not good.<br/>Firstly the property is not run by Mirea & Maria but by a property management company, Barcelona4Seasons. I point this out because a big draw for me to this property was that I would be dealing with members of the LGBTIQ+ community. It’s worth noting this. Communications ahead of time were generally good and they were responsive. There was however a significant problem which led to my party abandoning the property.  <br/>The apartment is fantastically located in Sagrada Familia district. The apartment is an older apartment block and is definitely ‘vintage’. <br/> <br/>The problem is that there are significant building works going on to the rear of the apartment. These are major. They look like they have been there for some time and are likely to continue for several months. They create significant noise pollution which is heard throughout the apartment but specifically loudest at the rear of the building where 2 of the bedrooms are located. There is significant dust and debris produced by the building works also. <br/>This will have several impacts on your stay:<br/>- unless you are a deep sleeper you are likely to be woken during the day by the building works.<br/>- you will not be able to return to the apartment during the day as any rest you may wish to take will be impacted by the works.<br/>- you will be unable to leave the rear apartment windows open during the day because of the dust.<br/>I think therefore currently this would not make for a good holiday/tourist stay. It might be appropriate if you are staying for work.<br/>My friends who arrived first during the afternoon discovered this problem and refused to stay. They felt unsafe and, as this was part of their honeymoon, I don’t blame them. They recorded good video footage which shows the extent of the building works and the noise pollution. I am happy to share this on request.<br/>I immediately reported this to Barcelona4Seasons on my arrival. They denied knowledge of this significant building project and were unable to offer a refund or to rehouse us. They stated that they were unaware of these works. I find this comment surprising given that cleaners are coming into the apartment regularly and the scale of work. We were therefore obliged to find alternative accomodation and I am actively pursuing a refund.<br/>My stay was on the8th September and am writing this on 24 th September. I have looked at the listing today and note that no mention is made of the property management company or the building works. I would have hoped to have been told about the building works ahead of my stay as this would have impacted my  choice to stay here. I hope this helps you make an informed choice ahead of your stay. <br/>I hope by the time you read this the omissions in the listing have been updated as this could have been a great spot to stay were it not for the conditions."
18674,716418876498587363,2022-09-15,219961242,Ksenia,"Great apartment! Spacious, cozy and clean. Perfect location with a view of La Sagrada Familia from the balcony"
18674,732430101022908781,2022-10-07,143801143,Meysam,"Nice, big and clean apartment <br/>with everything you need  inside at a perfect location !!<br/>Mireia and Maria are really nice and helpful with everything <br/>Fast and good communication all the time <br/>Recommend this for everyone <br/>Full star from me at all points"
18674,819427409049063346,2023-02-04,20961139,Virginie Guy,Très bon séjour<br/>l'annonce correspond à l'appartement<br/>très bonne communication
18674,864304823517762627,2023-04-07,167646749,Abril,"Todo excelentemente bien, el balcón tiene una vista hermosa, la zona es bonita, tiene todo cerca incluyendo la sagrada familia que está a 1 calle, el Internet perfecto, la TV muy bien, las habitaciones impecables, las duchas impecables, el acceso super bien y nos dejaron ingresar las maletas antes de tiempo y volvimos a la hora de llegada acordada, está en 6 piso y tiene ascensor, es un lugar muy seguro, aunque todos dicen que la zona no lo es, a nosotros no nos fue mal. volveremos lo sé!"
18674,903492245888962904,2023-05-31,360784261,Sina,"This was exactly what my friends and I were looking for during our stay in Barcelona. The location was amazing, with views of the Sagrada Familia, and many places were walking distance. It accommodated the 7 of us easily and the highlight for us were the bathrooms. We spent more time outside the apartment than inside, and it served us as a great place to come back from a day of exploring to rest, recover, and rejuvenate ourselves for more exploration! <br/>The listing is as advertised and the host was very responsive, and while we didn’t make any particular requests during the stay, I’m sure they would’ve been answered promptly."
18674,915771246124641004,2023-06-17,340048504,Lewis,Very nice place
18674,922249816126910190,2023-06-26,295301088,Sharvil,Excessively charged for deposit and tourist tax which was not previously mentioned. Deposit refund not clearly specified.
18674,968660866655561858,2023-08-29,143494286,Marco,todo bien....recomendado
18674,1019453587156089391,2023-11-07,176095753,Scott,"Very spacious apartment well located close to Sagrada Familia, perfectly clean and tidy felt right at home, bonus points for the balcony being a lovely sun trap (for November anyway). Would definitely return and would definitely recommend!"
23197,199839,2011-03-15,409630,Tim,"We (5 friends) were staying for a conference in the nearby center and were pleasantly surprised. The apartment was clean, quiet, modern and spacious. It had extensive commodities like laundry machines, fast internet, dish washer and a nice balcony.<br/>I would definitely recommend it!"
